row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:SPENASCHECKISVNonPersonalSignOff,SPENASCHECKISVNonPersonalSignOff,Too Long,High,53 words,"NAS - ISV Non-Personal Sign Off - Where intermediary signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet.
CARE - where third parties signing alongside the Intermediary an ISV sheet will need to be used.","NAS - ISV Non-Personal Sign Off - Where intermediary signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet. CARE - where third parties signing alongside the Intermediary an ISV sheet will need to be used.",,
ROW:2|KEY:SPEOBCHECKTaxComboAndDomesticIndicators,SPEOBCHECKTaxComboAndDomesticIndicators,Too Long,High,43 words,"OBT - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against Entity and KPs for any non-domestic indicators and request KYC where required",OBT - FATCA/ CRS Combinations: All combinations checked?,,
ROW:2|KEY:SPENASCHECKTaxComboAndDomesticIndicators,SPENASCHECKTaxComboAndDomesticIndicators,Too Long,High,43 words,"NAS - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against Entity and KPs for any non-domestic indicators and request KYC where required",NAS - FATCA/ CRS Combinations: All combinations checked?,,
ROW:2|KEY:SPEOBCHECKWDTask6Months,SPEOBCHECKWDTask6Months,Too Long,High,31 words,OBT - Task has been set up in CRM if wholesale has not been met as of yet but will meet within the next 6 months (or rationale per Other classification).,OBT - Task has been set up in CRM if wholesale has not been met as of yet but will meet within the next 6 months (or rationale per Other classification).,,
ROW:2|KEY:SPENASCHECKWDTask6Months,SPENASCHECKWDTask6Months,Too Long,High,31 words,NAS - Task has been set up in CRM if wholesale has not been met as of yet but will meet within the next 6 months (or rationale per Other classification).,NAS - Task has been set up in CRM if wholesale has not been met as of yet but will meet within the next 6 months (or rationale per Other classification).,,
ROW:2|KEY:If_you_are_applying_for_an_account_in_the_UK_but_the_entity_for_which_you_are_requesting_an_account_is_not_incorporated_in_the_UK_you_may_wish_to_contact_your_Relationship_Director_first_in_order_to_discuss_your_requirements,If_you_are_applying_for_an_account_in_the_UK_but_the_entity_for_which_you_are_requesting_an_account_is_not_incorporated_in_the_UK_you_may_wish_to_contact_your_Relationship_Director_first_in_order_to_discuss_your_requirements,Complex Sentence,Medium,Multiple clauses,"If you are applying for an account in the UK but the entity for which you are requesting an account is not incorporated in the UK, you may wish to contact your Relationship Director first, in order to discuss your requirements",If you are applying for an account in the UK but the entity for which you are requesting an account is not incorporated in the UK,,
ROW:2|KEY:GENIndicativeAppetiteCountryRegistration,GENIndicativeAppetiteCountryRegistration,Complex Sentence,Medium,Multiple clauses,"In relation to the Incorporation of the entity requiring a bank account, can you please specify the Country of registration/formation/Establishment?",In relation to the Incorporation of the entity requiring a bank account,,
ROW:2|KEY:GENIndicativeAppetiteInvestmentCountrydontknowpercentage,GENIndicativeAppetiteInvestmentCountrydontknowpercentage,Complex Sentence,Medium,Multiple clauses,"When will you know the percentage investment in this country, so that you can come back to us with this information?	",When will you know the percentage investment in this country,,
ROW:2|KEY:GENIndicativeAppetitePepInvestors,GENIndicativeAppetitePepInvestors,Complex Sentence,Medium,Multiple clauses,"Are any of the fund's investors or Ultimate Beneficial Owners (UBOs), who have a holding of 10% or more in the fund, Politically Exposed Persons (PEP)?",Politically Exposed Persons (PEP)?,,
ROW:2|KEY:GENIndicativeAppetitePepdirectcontroller,GENIndicativeAppetitePepdirectcontroller,Complex Sentence,Medium,Multiple clauses,"Are there any Politically Exposed Persons (PEPs) involved in running/operating, controlling or advising the fund?",Are there any Politically Exposed Persons (PEPs) involved in running/operating,,
ROW:2|KEY:GENIndicativeAppetitePeppositioninfluence,GENIndicativeAppetitePeppositioninfluence,Complex Sentence,Medium,Multiple clauses,"Are there any Politically Exposed Persons (PEPs) that are not an owner or controller, who hold a position of significant influence including but not limited to the provider of a loan?",Are there any Politically Exposed Persons (PEPs) that are not an owner or controller,,
